cruise,sta,date,time,lat,lon,"depth, m",ctd.S,btl.S,DO mg/L,chl ug/L,NH4 uM,NO2 uM,NO3 uM,NOX uM,DIN uM,PO4 uM,TDN uM,TDP uM,Si uM,DIC.whatisthis,sta.depth,csal,ctemp degC,pH.uga glass-electrode,DIC.uga umol/kg,ALK.uga umol/kg,d13C permil,dH permil,dO18 permil,DIC.uga uM,TA.uga uM,pH spec,labT.TA degC,labp.TA g/mL,labT.DIC degC,labp.DIC g/mL,S.new,"density, kg/m3",DO umol/kg,pH (calculated from TA & DIC),Arag (calculated from TA & DIC)
GM0609,F08,9/9/2006,1899-12-30 04:32:00,28.1799,-91.61667,1,36.22,35.9,5.73,0.195,0.058,0.007,-0.033,-0.026,0.031999998,0.158,4.43,0.24,1.86,25.22,7008001,36.2199,29.2006,8.236946652,2005.12578,2372.822237,NA,NA,NA,2054.974873,2431.81257,NA,NA,NA,23,1.024860831,36.059975,1022.676887,183.1299474,8.06673341,4.190455336
GM0609,G02,9/9/2006,1899-12-30 14:35:00,29.13452,-92.00087,10,31.36,30.6,5.07,2.342,0.233,-0.005,0.01,0.005,0.237999991,0.142,7.26,0.4,3.095,25.17,7102010,31.3561,29.6695,8.28291714,2042.167713,2355.977851,NA,NA,NA,2085.415037,2405.870784,NA,NA,NA,23,1.021177166,30.979025,1018.585677,161.3882202,8.04707739,3.86245618
GM0609,G02,9/9/2006,1899-12-30 14:35:00,29.13452,-92.00087,1,30.51,30,5.97,1.438,0.322,-0.005,0.005,0,0.321999997,0.109,7.59,0.39,2.658,25.26,7102001,30.5091,29.6195,8.328887628,2018.161099,2367.607304,NA,NA,NA,2059.601808,2416.223504,NA,NA,NA,23,1.020533895,30.254775,1018.114549,189.9491187,8.111593221,4.302977482
GM0609,G03,9/9/2006,1899-12-30 15:53:00,28.98258,-92.00022,19,35.46,34.7,2.52,3.264,0.299,1.704,0.387,2.091,2.390000105,0.219,5.31,0.46,16.022,26.88,7103019,35.4601,28.322,8.041146425,2173.879046,2402.392406,NA,NA,NA,2226.6698,2460.732407,NA,NA,NA,23,1.024284126,35.080025,1022.145498,80.49697657,7.855192088,2.782080802
GM0609,G03,9/9/2006,1899-12-30 15:53:00,28.98258,-92.00022,12,35.02,34.6,3.01,2.93,0.144,1.699,0.381,2.08,2.223999977,0.219,5.93,0.49,16.462,27.01,7103012,35.0211,29.2123,8.051362089,2168.456809,2387.693776,NA,NA,NA,2220.392128,2444.879899,NA,NA,NA,23,1.023950359,34.810275,1021.744422,96.11143884,7.827540447,2.705020799
GM0609,G03,9/9/2006,1899-12-30 15:53:00,28.98258,-92.00022,1,30.68,30.8,6.02,1.4676,0.191,0.041,0.013,0.054,0.245000005,0.148,8.15,0.4,2.323,25.32,7103001,30.6802,29.6083,8.277809308,2028.898693,2341.349585,NA,NA,NA,2070.820866,2389.727783,NA,NA,NA,23,1.020662527,30.74005,1018.716844,191.6532933,8.045705658,3.83266582
GM0609,G04,9/9/2006,1899-12-30 17:14:00,28.90107,-92.00073,22,35.6,33.5,3.14,2.122,0.851,0.557,0.44,0.997,1.84800005,0.178,6.01,0.35,9.513,25.95,7104022,35.6006,28.3979,8.13138479,2120.225321,2383.023928,NA,NA,NA,2171.938343,2441.146699,NA,NA,NA,23,1.024390343,34.55015,1021.232188,100.2121664,7.93528513,3.168641784
GM0609,G04,9/9/2006,1899-12-30 17:14:00,28.90107,-92.00073,1,31.5,30.7,5.87,0.764,0.298,-0.008,-0.03,-0.038,0.26000002,0.153,6.72,0.31,2.486,NA,7104001,31.4952,29.5644,8.298240636,2021.855951,2365.633425,NA,NA,NA,2064.887401,2415.981541,NA,NA,NA,23,1.021283143,31.0988,1018.656657,186.866838,8.094095841,4.20167655
GM0609,G05,9/9/2006,1899-12-30 18:19:00,28.78878,-91.9981,28,35.8,35.2,2.3,3.33,0.096,0.723,2.685,3.408,3.503999949,0.195,7.41,0.48,19.246,27.42,7105028,35.8015,26.8033,7.993473326,2203.9948,2395.219711,NA,NA,NA,2258.08545,2454.003421,NA,NA,NA,23,1.024542095,35.500375,1023.052222,73.53463602,7.797118712,2.361122256
GM0609,G05,9/9/2006,1899-12-30 18:19:00,28.78878,-91.9981,14,34.07,24.2,5.7,0.739,0.164,0.081,-0.387,-0.306,-0.14199999,0.364,4.09,0.26,3.205,25.46,7105014,34.0696,30.4848,8.265891033,2035.775719,2380.98144,NA,NA,NA,2083.066801,2436.291653,NA,NA,NA,23,1.023230006,29.1349,1013.553543,180.5459953,8.175407841,4.559558333
GM0609,G05,9/9/2006,1899-12-30 18:19:00,28.78878,-91.9981,1,30.99,30.8,5.89,0.8392,0.198,0.028,-0.002,0.026,0.224000007,0.138,6.6,0.33,2.561,25,7105001,30.9918,29.3844,8.305051078,2018.477931,2391.208176,NA,NA,NA,2060.658304,2441.177538,NA,NA,NA,23,1.020897119,30.89545,1018.791425,187.5283289,8.135315256,4.534536455
GM0609,G06,9/9/2006,1899-12-30 19:33:00,28.67435,-92.00142,36,36.47,35.6,2.73,2.316,0.12,0.255,3.798,4.053,4.172999859,0.365,6.7,0.54,12.657,27.8,7106036,36.4696,22.1243,8.024120318,2186.081068,2391.585686,NA,NA,NA,2240.843693,2451.496323,NA,NA,NA,23,1.025050592,36.0349,1024.796125,87.43119806,7.890598279,2.401893376
GM0609,G06,9/9/2006,1899-12-30 19:33:00,28.67435,-92.00142,1,34.59,34.1,5.73,0.5332,0.107,0.029,0.169,0.198,0.305000007,0.185,5.07,0.26,3.464,25.55,7106001,34.5911,29.5911,8.269296254,2038.96895,2381.86365,NA,NA,NA,2087.138076,2438.133409,NA,NA,NA,23,1.023624257,34.345275,1021.194525,182.8645021,8.044299957,4.037062748
GM0609,G07,9/9/2006,1899-12-30 22:27:00,28.26992,-91.99858,66,36.56,36,5.02,1.398,0.149,0.128,2.198,2.326,2.474999905,0.281,4.82,0.32,3.529,26.44,7107066,36.5553,21.9389,8.150113507,2105.715503,2389.244545,NA,NA,NA,2158.608786,2449.259769,NA,NA,NA,23,1.025118912,36.278825,1025.283397,160.8473647,8.035267087,3.135928408
GM0609,G07,9/9/2006,1899-12-30 22:27:00,28.26992,-91.99858,55,36.58,35.9,5.57,1.4284,0.748,0.066,1.48,1.546,2.294000149,0.229,4.18,0.32,2.842,26.43,7107055,36.5751,22.8749,8.148410897,2105.948166,2385.945178,NA,NA,NA,2158.879267,2445.913751,NA,NA,NA,23,1.025134095,36.238775,1024.892267,178.4020003,8.017223761,3.127051769
GM0609,G07,9/9/2006,1899-12-30 22:27:00,28.26992,-91.99858,1,36.23,35.8,5.71,0.3112,0.107,0.009,-0.054,-0.045,0.061999999,0.16,3.54,0.29,2.397,25.41,7107001,36.2285,29.5822,8.260783201,2033.885212,2391.805665,NA,NA,NA,2084.464725,2451.286096,NA,NA,NA,23,1.024868421,36.014625,1022.472794,182.4543311,8.044496696,4.116566872
GM0609,H03,9/10/2006,1899-12-30 08:55:00,29.15805,-92.3886,12,32.73,31.4,3.59,1.9866,0.63,0.04,0.017,0.057,0.686999977,0.211,8.76,0.52,3.62,25.97,7203012,32.7287,29.6412,8.213110102,2093.855676,2370.962703,NA,NA,NA,2140.369785,2423.632627,NA,NA,NA,23,1.022214573,32.064675,1019.202468,114.3460649,7.971798503,3.430056504
GM0609,H03,9/10/2006,1899-12-30 08:55:00,29.15805,-92.3886,1,30.34,30.4,5.55,2.296,0.296,0.011,0.155,0.166,0.462000012,0.144,8.86,0.44,2.573,25.35,7203001,30.3383,29.1831,8.305051078,2042.957045,2360.965339,NA,NA,NA,2084.644145,2409.141486,NA,NA,NA,23,1.020405275,30.369575,1018.55865,176.6628907,8.063550295,3.911884878
GM0609,H04,9/10/2006,1899-12-30 07:47:00,29.03357,-92.39115,20,35.45,34.8,3.12,2.0979,0.733,1.064,0.212,1.276,2.009000063,0.189,6.42,0.48,14.048,26.56,7204020,35.4502,28.8577,8.087116913,2146.801284,2378.089846,NA,NA,NA,2198.918191,2435.821639,NA,NA,NA,23,1.02427654,35.12505,1022.047553,99.65337337,7.85473878,2.806316462
GM0609,H04,9/10/2006,1899-12-30 07:47:00,29.03357,-92.39115,1,30.89,31.7,5.79,0.6718,0.311,0.043,0.026,0.069,0.379999995,0.169,5.99,0.37,2.779,25.05,7204001,30.8879,29.2847,8.293132804,2025.959287,2347.149823,NA,NA,NA,2068.142676,2396.020862,NA,NA,NA,23,1.02082144,31.294475,1019.498544,184.4724355,8.051653351,3.883725197
GM0609,H05,9/10/2006,1899-12-30 06:27:00,28.90975,-92.39235,26,35.88,35.5,3.98,2.616,0.266,0.152,0.082,0.234,0.5,0.149,4.83,0.36,9.002,26.85,7205026,35.8805,28.0589,8.112656073,2138.381007,2384.54879,NA,NA,NA,2190.991169,2443.215369,NA,NA,NA,23,1.024602801,35.690125,1022.86352,127.2234212,7.885319879,2.919718739
GM0609,H05,9/10/2006,1899-12-30 06:27:00,28.90975,-92.39235,1,32.02,32,5.77,0.528,0.287,0.046,0.037,0.083,0.370000005,0.179,6.32,0.32,2.722,25.3,7205001,32.0207,29.4369,8.294835414,2035.336686,2366.159771,NA,NA,NA,2079.456361,2417.450647,NA,NA,NA,23,1.021676844,32.010175,1019.672541,183.8666,8.057739378,3.992405407
GM0609,H06,9/10/2006,1899-12-30 05:16:00,28.77508,-92.39598,33,36.4,35.8,3.3,1.5638,0.176,0.369,0.315,0.684,0.860000014,0.198,5.48,0.42,8.951,26.78,7206033,36.3965,23.7966,8.10584563,2141.462638,2402.208079,NA,NA,NA,2194.993756,2462.25717,NA,NA,NA,23,1.024997456,36.099125,1024.451034,105.6504748,7.968715419,2.974150547
GM0609,H06,9/10/2006,1899-12-30 05:16:00,28.77508,-92.39598,33,36.4,35.9,3.3,1.7236,0.165,0.425,0.33,0.755,0.920000017,0.215,4.43,0.41,10.216,26.7,7206033,36.3965,23.7966,8.10584563,2141.462638,2402.208079,NA,NA,NA,2194.993756,2462.25717,NA,NA,NA,23,1.024997456,36.149125,1024.526789,105.6582873,7.967416619,2.970054574
GM0609,H06,9/10/2006,1899-12-30 05:16:00,28.77508,-92.39598,1,32.87,32.7,5.76,0.559,0.202,-0.018,0.165,0.147,0.349000007,0.112,5.15,0.28,2.589,25.45,7206001,32.8698,29.7639,8.264188422,2044.553818,2368.213111,NA,NA,NA,2090.189543,2421.073114,NA,NA,NA,23,1.022320628,32.78495,1020.0871,183.6225639,8.031905124,3.893227947
GM0609,H07,9/10/2006,1899-12-30 04:02:00,28.65823,-92.39775,36,36.47,35.9,3.12,2.044,0.126,0.374,1.397,1.771,1.897000074,0.243,5.49,0.47,9.197,27.13,7207036,36.4653,22.2745,8.049659478,2192.1693,2399.647101,NA,NA,NA,2247.084438,2459.75968,NA,NA,NA,23,1.025050592,36.183825,1024.981487,99.93944268,7.888397881,2.421600797
GM0609,H07,9/10/2006,1899-12-30 04:02:00,28.65823,-92.39775,1,35.53,35.1,5.7,0.4202,0.375,-0.005,0.072,0.067,0.442000002,0.086,5,0.32,3.076,25.38,7207001,35.5321,29.2674,8.252270148,2013.431194,2368.018827,NA,NA,NA,2062.432539,2425.649854,NA,NA,NA,23,1.024337234,35.315525,1022.053769,182.0601549,8.056835843,4.094112555
GM0609,H08,9/10/2006,1899-12-30 02:57:00,28.51715,-92.39935,48,36.49,36.1,4.09,2.406,0.313,0.614,1.893,2.507,2.819999933,0.278,5.03,0.44,7.513,26.56,7208048,36.4905,22.109,8.08030647,2136.30334,2392.644388,NA,NA,NA,2189.851436,2452.61787,NA,NA,NA,23,1.025065774,36.295125,1025.232762,131.0424765,7.983133566,2.877034568
GM0609,H08,9/10/2006,1899-12-30 02:57:00,28.51715,-92.39935,42,36.52,36,4.46,3.064,0.17,0.595,1.811,2.406,2.575999975,0.329,5.86,0.45,7.645,26.59,7208042,36.5158,22.3465,8.090522134,2134.824182,2383.278276,NA,NA,NA,2188.383819,2443.071265,NA,NA,NA,23,1.025088547,36.25895,1025.063148,142.873534,7.967603017,2.804623342
GM0609,H08,9/10/2006,1899-12-30 02:57:00,28.51715,-92.39935,1,36.42,36,5.71,0.3708,0.445,0.063,0.05,0.113,0.557999969,0.212,4.31,0.27,3.601,25.42,7208001,36.419,29.4367,8.245459705,2039.153069,2391.192154,NA,NA,NA,2090.157666,2451.002176,NA,NA,NA,23,1.025012637,36.20975,1022.672251,182.4899231,8.035280857,4.038691735
GM0609,H09,9/10/2006,1899-12-30 01:04:00,28.27347,-92.38525,63,36.56,36,4.89,1.1166,0.109,0.121,1.926,2.047,2.155999899,0.266,4.67,0.31,3.503,26.39,7209063,36.5609,21.7246,8.112656073,2117.665784,2385.318199,NA,NA,NA,2170.859245,2445.234797,NA,NA,NA,23,1.025118912,36.280225,1025.33051,156.6891943,8.011277178,2.97518184
GM0609,H09,9/10/2006,1899-12-30 01:04:00,28.27347,-92.38525,55,36.58,36,5.04,1.0826,0.253,0.131,2.162,2.293,2.546000004,0.293,4.03,0.3,4.094,26.58,7209055,36.5825,21.8463,8.117763905,2116.9428,2383.378512,NA,NA,NA,2170.150242,2443.282574,NA,NA,NA,23,1.025134095,36.290625,1025.261421,161.4847294,8.007731455,2.967544895
GM0609,H09,9/10/2006,1899-12-30 01:04:00,28.27347,-92.38525,1,36.43,36.1,5.72,0.3266,0.149,0.055,-0.061,-0.006,0.143000007,0.164,3.58,0.24,2.712,25.51,7209001,36.431,29.3369,8.247162316,2038.830899,2392.144515,NA,NA,NA,2089.842913,2451.996517,NA,NA,NA,23,1.025020228,36.26525,1022.781098,182.8289774,8.037464193,4.045836871
GM0609,I01,9/10/2006,1899-12-30 12:34:00,29.53287,-92.7524,9,29.41,29.4,5.74,3.278,0.68,0.026,0.038,0.064,0.744000018,0.133,9.22,0.55,6.394,25.44,7301009,29.4087,29.0276,8.279511918,2045.287053,2369.42729,NA,NA,NA,2085.58298,2416.109378,NA,NA,NA,23,1.019701844,29.404675,1017.89595,182.5919332,8.087946605,4.019001954
GM0609,I01,9/10/2006,1899-12-30 12:34:00,29.53287,-92.7524,1,28.61,28.6,5.86,2.65,0.856,0.007,0.052,0.059,0.915000021,0.234,8.72,0.59,6.788,25.36,7301001,28.612,29.105,8.28291714,2048.300574,2333.486227,NA,NA,NA,2087.416981,2378.048826,NA,NA,NA,23,1.019097005,28.6055,1017.237257,186.2885586,8.038316094,3.592926506
GM0609,I02,9/10/2006,1899-12-30 13:42:00,29.40858,-92.75142,13,32.26,32,2.08,2.016,2.635,1.112,0.675,1.787,4.421999931,0.567,9.73,0.84,20.333,26.55,7302013,32.2582,29.4205,8.025822928,2181.558296,2386.643225,NA,NA,NA,2229.244081,2438.811877,NA,NA,NA,23,1.021858588,32.12955,1019.729867,66.28492703,7.827173913,2.63218196
GM0609,I02,9/10/2006,1899-12-30 13:42:00,29.40858,-92.75142,1,30.18,30.1,6.03,1.9494,0.331,0.064,0.004,0.068,0.398999989,0.128,7.92,0.46,4.041,25.08,7302001,30.1838,29.1475,8.311861521,2011.168879,2316.238544,NA,NA,NA,2051.963894,2363.221661,NA,NA,NA,23,1.020284231,30.14095,1018.345802,191.9017335,8.053912824,3.750777727
GM0609,I03,9/10/2006,1899-12-30 14:33:00,29.2948,-92.75437,15,34.37,33.2,0.64,4.4,0.102,3.343,0.316,3.659,3.760999918,0.389,7.96,0.76,22.463,27.22,7303015,34.3691,30.3041,7.891316686,2237.993011,2381.412327,NA,NA,NA,2290.490608,2437.274174,NA,NA,NA,23,1.023457444,33.784775,1020.338411,20.4075335,7.665679766,2.005493773
GM0609,I03,9/10/2006,1899-12-30 14:33:00,29.2948,-92.75437,9,30.02,31.6,6.41,4.562,0.326,1.027,0.053,1.08,1.406000018,0.228,7.45,0.65,12.781,26.39,7303009,30.0163,29.2787,8.151816118,2110.058912,2353.582368,NA,NA,NA,2152.604445,2401.038113,NA,NA,NA,23,1.020163197,30.809075,1019.460222,204.2182839,7.915412768,3.037486461
GM0609,I03,9/10/2006,1899-12-30 14:33:00,29.2948,-92.75437,1,30.01,29.9,6.54,4.11,0.139,0.099,-0.015,0.084,0.22299999,0.101,7.7,0.46,2.39,24.62,7303001,30.0145,29.3112,8.345913734,1982.798639,2324.387208,NA,NA,NA,2022.7632,2371.236703,NA,NA,NA,23,1.020155633,29.956125,1018.142054,208.0905857,8.112746729,4.181056591
GM0609,I04,9/10/2006,1899-12-30 15:40:00,29.1751,-92.75662,19,34.14,33.4,4.94,2.176,0.225,0.027,0.235,0.262,0.486999989,0.132,4.66,0.33,6.041,25.51,7304019,34.1404,30.105,8.226730988,2093.386361,2393.736006,NA,NA,NA,2142.126825,2449.469532,NA,NA,NA,23,1.023283072,33.7701,1020.573311,157.5569133,7.974900056,3.624183481
GM0609,I04,9/10/2006,1899-12-30 15:40:00,29.1751,-92.75662,1,32.41,32.2,5.81,1.144,0.068,-0.013,0.121,0.108,0.175999999,0.087,6.88,0.32,3,25.12,7304001,32.4072,29.2143,8.281214529,2033.403663,2370.863013,NA,NA,NA,2078.081996,2422.956067,NA,NA,NA,23,1.021972191,32.3043,1019.896583,185.1819176,8.068276883,4.053745511
GM0609,I06,9/10/2006,1899-12-30 18:15:00,28.8924,-92.76243,25,35.9,35.3,4.81,1.955,0.223,0.006,-0.077,-0.071,0.15200001,0.083,5.73,0.34,5.453,26.01,7306025,35.9032,28.2791,8.162031782,2106.887141,2394.490125,NA,NA,NA,2158.754442,2453.437629,NA,NA,NA,23,1.024617978,35.6008,1022.636432,153.7208033,7.956735856,3.363245628
GM0609,I06,9/10/2006,1899-12-30 18:15:00,28.8924,-92.76243,1,32.5,32.4,5.77,0.7354,0.107,-0.015,0.135,0.12,0.226999998,0.097,7.64,0.32,2.139,25.5,7306001,32.4952,29.3494,8.28461975,2032.043288,2366.168138,NA,NA,NA,2076.830247,2418.319327,NA,NA,NA,23,1.022040356,32.4488,1020.001436,183.9259061,8.059136842,4.008954815
GM0609,I06,9/10/2006,1899-12-30 18:15:00,28.8924,-92.76243,1,32.5,32.4,5.77,0.8062,0.187,-0.015,0.138,0.123,0.310000002,0.097,7.66,0.28,2.699,25.63,7306001,32.4952,29.3494,8.28461975,2032.043288,2366.168138,NA,NA,NA,2076.830247,2418.319327,NA,NA,NA,23,1.022040356,32.4488,1020.001436,183.9259061,8.059096102,4.008621797
GM0609,I07,9/10/2006,1899-12-30 19:33:00,28.75765,-92.76415,29,36.35,35.8,3.2,2.048,0.196,0.672,0.352,1.024,1.220000029,0.22,7.8,0.43,10.627,27.15,7307029,36.3512,24.1363,8.059875142,2169.063741,2393.194991,NA,NA,NA,2223.202495,2452.92795,NA,NA,NA,23,1.024959503,36.0753,1024.332638,102.4371052,7.896247169,2.616323052
GM0609,I07,9/10/2006,1899-12-30 19:33:00,28.75765,-92.76415,1,34.28,34.2,5.73,0.6928,0.146,0.027,0.158,0.185,0.331,0.176,7.57,0.28,3.093,25.34,7307001,34.2828,29.264,8.264188422,2036.142448,2364.837564,NA,NA,NA,2083.766209,2420.149244,NA,NA,NA,23,1.023389209,34.2407,1021.379565,182.897637,8.028432735,3.860696329
GM0609,I08,9/10/2006,1899-12-30 20:36:00,28.64218,-92.76167,35,36.49,36.1,4.11,3.04,0.497,0.392,0.853,1.245,1.741999984,0.254,7.25,0.46,7.271,26.94,7308035,36.4887,22.6411,8.073496027,2152.335386,2398.754681,NA,NA,NA,2206.285338,2458.881323,NA,NA,NA,23,1.025065774,36.294675,1025.024277,131.6564928,7.956580581,2.798753564
GM0609,I08,9/10/2006,1899-12-30 20:36:00,28.64218,-92.76167,1,34.88,34.8,5.73,0.6612,0.25,-0.009,-0.048,-0.057,0.193000004,0.07,7.36,0.32,3.077,25.17,7308001,34.8806,29.389,8.253972758,2035.058194,2368.855081,NA,NA,NA,2083.582483,2425.338482,NA,NA,NA,23,1.023844177,34.84015,1021.787705,182.9707223,8.026573196,3.893477737
GM0609,J01,9/11/2006,1899-12-30 06:00:00,29.6326,-93.08328,8,30.61,30.2,4.79,2.0014,1.265,0.122,0.078,0.2,1.465000033,0.394,13.61,0.76,17.542,25.24,7401008,30.6052,29.1256,8.235244041,2050.610926,2321.474557,NA,NA,NA,2092.873114,2369.319124,NA,NA,NA,23,1.020609559,30.4038,1018.458215,152.4561812,7.990760332,3.356385697
GM0609,J01,9/11/2006,1899-12-30 06:00:00,29.6326,-93.08328,1,30.54,30.4,4.56,2.454,1.239,0.19,-0.004,0.186,1.424999952,0.404,13.37,0.84,17.719,25.42,7401001,30.5364,29.0078,8.23354143,2052.806404,2325.94307,NA,NA,NA,2095.005112,2373.756537,NA,NA,NA,23,1.020556594,30.4691,1018.616438,145.1582859,7.993386799,3.376463588
GM0609,J02,9/11/2006,1899-12-30 04:54:00,29.50783,-93.08552,11,31.06,30.6,5.13,1.576,0.359,0.019,-0.01,0.009,0.368000001,0.183,11.36,0.52,4.318,24.97,7402011,31.0595,29.3147,8.311861521,2017.072363,2336.249538,NA,NA,NA,2059.330223,2385.194191,NA,NA,NA,23,1.020950096,30.829875,1018.708123,163.3177703,8.064211361,3.897941585
GM0609,J02,9/11/2006,1899-12-30 04:54:00,29.50783,-93.08552,1,30.59,30.4,5.98,1.2024,0.089,-0.001,-0.014,-0.015,0.074000001,0.133,10.29,0.41,2.887,24.54,7402001,30.5945,28.9891,8.33399546,1997.759738,2330.982078,NA,NA,NA,2038.902453,2378.987316,NA,NA,NA,23,1.020594426,30.496125,1018.622589,190.3622349,8.09604027,4.057597707
GM0609,J03,9/11/2006,1899-12-30 03:52:00,29.39272,-93.0884,13,32.99,32.4,4.8,1.159,0.081,-0.011,0.138,0.127,0.208000004,0.102,9.5,0.34,2.567,25.23,7403013,32.99,29.2585,8.276106697,2036.823899,2366.576374,NA,NA,NA,2082.472257,2419.614993,NA,NA,NA,23,1.022411539,32.695,1020.083591,153.0182768,8.053057575,3.952279418
GM0609,J03,9/11/2006,1899-12-30 03:52:00,29.39272,-93.0884,1,30.43,30.8,5.93,1.4034,0.046,0.034,-0.008,0.026,0.071999997,0.146,11.78,0.41,1.601,25.07,7403001,30.4259,29.1009,8.294835414,2005.20528,2321.503865,NA,NA,NA,2046.258583,2369.032865,NA,NA,NA,23,1.020473367,30.613975,1018.885323,188.8192672,8.062951034,3.849033405
GM0609,J04,9/11/2006,1899-12-30 02:54:00,29.29178,-93.08983,15,34.28,33.4,4.64,3.168,0.189,0.03,0.176,0.206,0.394999981,0.142,8.46,0.32,5.225,25.54,7404015,34.2785,30.0663,8.209704881,2083.742383,2370.66746,NA,NA,NA,2132.479469,2426.115496,NA,NA,NA,23,1.023389209,33.839625,1020.569258,147.9880919,7.956468276,3.467528778
GM0609,J04,9/11/2006,1899-12-30 02:54:00,29.29178,-93.08983,1,33.01,32.8,5.79,0.638,0.078,-0.017,0.143,0.126,0.203999996,0.116,9.86,0.33,3.203,25.23,7404001,33.0146,29.2673,8.281214529,2029.011063,2363.862783,NA,NA,NA,2074.515068,2416.876404,NA,NA,NA,23,1.022426691,32.90615,1020.32862,184.622633,8.056493867,3.993318131
GM0609,J05,9/11/2006,1899-12-30 01:40:00,29.11713,-93.08952,19,35.44,34.2,4.51,0.9588,0.063,0.022,0.156,0.178,0.240999997,0.161,8.15,0.34,4.554,25.82,7405019,35.4447,29.9742,8.230136209,2066.033632,2376.575981,NA,NA,NA,2116.174106,2434.252993,NA,NA,NA,23,1.024268953,34.821175,1021.2171,143.9331826,7.986123058,3.684539727
GM0609,J05,9/11/2006,1899-12-30 01:40:00,29.11713,-93.08952,1,33.74,33.6,5.76,0.4938,0.156,0.021,0.135,0.156,0.312000006,0.15,8.27,0.31,3.152,25.37,7405001,33.744,29.0775,8.276106697,2035.421811,2363.982292,NA,NA,NA,2082.195534,2418.306291,NA,NA,NA,23,1.022979867,33.671,1020.991801,183.7854162,8.038872078,3.882152079
GM0609,J06,9/11/2006,1899-12-30 00:30:00,28.96725,-93.0958,23,35.64,35.1,3.96,2.12,0.291,0.002,0.054,0.056,0.347000003,0.115,7.99,0.43,9.499,26.16,7406023,35.6415,29.7136,8.15692395,2101.779066,2380.216019,NA,NA,NA,2153.105965,2438.342541,NA,NA,NA,23,1.024420692,35.370375,1021.997621,126.4769485,7.924079011,3.301338103
GM0609,J06,9/11/2006,1899-12-30 00:30:00,28.96725,-93.0958,1,32.84,32.4,5.77,0.5896,0.129,-0.016,0.134,0.118,0.246999994,0.114,17.29,0.36,2.326,25.11,7406001,32.8428,29.3676,8.281214529,2028.818837,2365.751129,NA,NA,NA,2074.057239,2418.502413,NA,NA,NA,23,1.022297901,32.6207,1019.995359,183.9248103,8.06331798,4.039613147
GM0609,J07,9/10/2006,1899-12-30 23:09:00,28.80095,-93.09857,26,36.32,35.6,2.19,2.494,1.528,0.525,0.315,0.84,2.368000031,0.28,20.39,0.59,15.439,27.07,7407026,36.3155,25.7695,7.969636776,2201.24307,2387.222688,NA,NA,NA,2256.134879,2446.75222,NA,NA,NA,23,1.024936732,35.958875,1023.670555,70.06008087,7.797373441,2.279141438
GM0609,J07,9/10/2006,1899-12-30 23:09:00,28.80095,-93.09857,1,33.16,33.4,5.73,0.6356,0.291,0.028,0.149,0.177,0.467999995,0.138,8.69,0.31,3.569,25.29,7407001,33.1647,29.3872,8.265891033,2029.992833,2364.184995,NA,NA,NA,2075.749561,2417.474528,NA,NA,NA,23,1.02254034,33.281175,1020.738303,182.7828067,8.045696781,3.960747346
GM0609,K02,9/11/2006,1899-12-30 14:55:00,29.64142,-93.42847,9,30.27,29.9,5.09,7.1414,0.146,0.072,0.009,0.081,0.226999998,0.232,14.49,0.62,22.768,24.74,7502009,30.2661,28.8139,8.262485812,2008.313161,2394.634107,NA,NA,NA,2049.186988,2443.370459,NA,NA,NA,23,1.020352317,30.084025,1018.340273,161.9858241,8.174078073,4.698115467
GM0609,K02,9/11/2006,1899-12-30 14:55:00,29.64142,-93.42847,1,29.94,29.7,6.22,7.0389,0.082,0.023,-0.014,0.009,0.091000006,0.234,14.36,0.65,22.147,24.55,7502001,29.9364,29.4293,8.289727582,1983.290132,2292.699208,NA,NA,NA,2023.159586,2338.788615,NA,NA,NA,23,1.020102684,29.8191,1017.953314,197.8720956,8.064860735,3.797112038
GM0609,K02,9/11/2006,1899-12-30 14:55:00,29.64142,-93.42847,1,29.94,29.7,6.22,7.5205,0.172,0.051,-0.01,0.041,0.213,0.24,15.39,0.66,22.646,24.54,7502001,29.9364,29.4293,8.289727582,1983.290132,2292.699208,NA,NA,NA,2023.159586,2338.788615,NA,NA,NA,23,1.020102684,29.8191,1017.953314,197.8720956,8.064811302,3.796726985
GM0609,K03,9/11/2006,1899-12-30 13:38:00,29.48888,-93.42085,9,31.16,31.3,5.84,2.272,0.096,0.029,-0.032,-0.003,0.093000002,0.162,11.92,0.4,9.227,24.88,7503009,31.1611,29.2336,8.311861521,2007.617906,2328.770258,NA,NA,NA,2049.829642,2377.734474,NA,NA,NA,23,1.021025782,31.230275,1019.250503,186.0201926,8.06002372,3.880268
GM0609,K03,9/11/2006,1899-12-30 13:38:00,29.48888,-93.42085,1,31.04,31,5.81,1.9756,0.103,0.008,-0.028,-0.02,0.083000004,0.164,12.3,0.4,8.914,24.74,7503001,31.0413,29.9467,8.315266742,2007.222197,2333.543582,NA,NA,NA,2049.243313,2382.396223,NA,NA,NA,23,1.02093496,31.020325,1018.753024,184.9742825,8.061301828,3.978848732
GM0609,K04,9/11/2006,1899-12-30 11:37:00,29.325,-93.42373,15,34.16,33.8,4.27,5.95,0.111,0.209,0.186,0.395,0.506000042,0.206,9.38,0.41,7.668,25.68,7504015,34.1649,29.8454,8.242054484,2073.326982,2374.01728,NA,NA,NA,2121.631838,2429.327689,NA,NA,NA,23,1.023298234,33.981225,1020.943939,136.2373157,7.977096836,3.591946506
