cruise,sta,date,time,lat,lon,"depth, m",ctd.S,btl.S,DO mg/L,chl ug/L,NH4 uM,NO2 uM,NO3 uM,NOX uM,DIN uM,PO4 uM,TDN uM,TDP uM,Si uM,DIC.whatisthis,sta.depth,csal,ctemp degC,pH.uga glass-electrode,DIC.uga umol/kg,ALK.uga umol/kg,d13C permil,dH permil,dO18 permil,DIC.uga uM,TA.uga uM,pH spec,labT.TA degC,labp.TA g/mL,labT.DIC degC,labp.DIC g/mL,S.new,"density, kg/m3",DO umol/kg,pH (calculated from TA & DIC),Arag (calculated from TA & DIC)
GC0901,C5,1/13/2009,NA,27.53773333,-90.35931667,299.63,35.4602,35.4602,2.9758,0.0447,0.106,0.14,19.632,19.772,19.878,1.386,NA,NA,11.272,NA,NA,35.4602,11.7202,7.842905196,2199.667631,2333.223806,NA,NA,NA,2253.084971,2388.5,7.697716293,25,1.023690909,23,1.024284278,35.4602,1028.351652,95.63386269,7.875877442,1.514193249
GC0901,C5,1/13/2009,NA,27.53773333,-90.35931667,200.505,36.0285,36.0285,3.1683,0.0451,-0.006,0.061,10.26801554,10.32901554,10.32301554,0.799,NA,NA,4.528,NA,NA,36.0285,15.5036,7.944076912,2181.00229,2364.662918,NA,NA,NA,2234.906837,2421.7,7.795332895,25,1.024120597,23,1.024715493,36.0285,1027.544405,101.7403445,7.934651957,2.022106755
GC0901,C5,1/13/2009,NA,27.53773333,-90.35931667,120.369,36.4949,36.4949,3.4768,0.0759,-0.035,0.124,7.925222798,8.049222798,8.014222798,0.559,NA,NA,3.76,NA,NA,36.4949,20.0519,8.052107727,2155.652851,2390.252523,NA,NA,NA,2209.693976,2448.75,7.901935516,25,1.024473346,23,1.025069493,36.4949,1026.416646,111.5243507,7.966097259,2.587052556
GC0901,C5,1/13/2009,NA,27.53773333,-90.35931667,75.391,36.3707,36.3707,5.536,0.1261,0.083,0.267,0.15,0.417,0.5,0.287,NA,NA,1.139,NA,NA,36.3707,22.2291,8.213296562,2073.531583,2411.704098,NA,NA,NA,2125.318481,2470.5,8.06569194,25,1.024379401,23,1.024975216,36.3707,1025.523803,177.4222713,8.112526825,3.678832789
GC0901,C5,1/13/2009,NA,27.53773333,-90.35931667,1.791,36.421,36.421,5.5175,0.1581,0.091,0.058,0,0.058,0.149,0.332,NA,NA,0.994,NA,NA,36.421,23.0374,8.225299986,2067.07134,2408.197954,NA,NA,NA,2118.775815,2467,8.077414533,25,1.024417447,23,1.025013396,36.421,1025.008727,176.7405544,8.107229766,3.761706327
GC0901,C5,1/13/2009,NA,27.53773333,-90.35931667,1.791,36.421,36.421,5.5175,0.1581,0.091,0.058,0,0.058,0.149,0.332,NA,NA,0.994,NA,NA,36.421,23.0374,8.225299986,2072.090862,2408.588419,NA,NA,NA,2123.920892,2467.4,8.077892446,25,1.024417447,23,1.025013396,36.421,1025.008727,176.7405544,8.099954272,3.715093759
GC0901,D5,1/13/2009,NA,27.5416,-91.02761667,301.215,35.5684,35.5684,3.0061,0.0465,0.074,0.13,18.463,18.593,18.667,1.368,NA,NA,10.026,NA,NA,35.5684,12.4336,7.878915468,2192.677189,2333.379257,NA,NA,NA,2246.104767,2388.85,7.717723442,25,1.023772708,23,1.024366367,35.5684,1028.301053,96.60286619,7.882290694,1.57789113
GC0901,D5,1/13/2009,NA,27.5416,-91.02761667,202.123,36.0633,36.0633,3.2485,0.0548,0.068,0.132,12.341,12.473,12.541,0.832,NA,NA,5.457,NA,NA,36.0633,15.701,7.973228084,2176.667369,2363.137522,NA,NA,NA,2230.522263,2420.2,7.805235407,25,1.024146914,23,1.024741903,36.0633,1027.532919,104.3145583,7.937465988,2.047026466
GC0901,D5,1/13/2009,NA,27.5416,-91.02761667,127.144,36.4863,36.4863,3.3051,0.0537,0.062,0.119,7.673,7.792,7.854,0.458,NA,NA,3.112,NA,NA,36.4863,19.2772,8.053822502,2165.828184,2386.948902,NA,NA,NA,2220.11026,2445.35,7.879184444,25,1.024466841,23,1.025062965,36.4863,1026.644846,106.0403477,7.951903753,2.445654547
GC0901,D5,1/13/2009,NA,27.5416,-91.02761667,74.92,36.3708,36.3708,5.5128,0.158,0.082,0.096,0.161,0.257,0.339,0.563,NA,NA,1.001,NA,NA,36.3708,22.8962,8.240732959,2161.628586,2408.824128,NA,NA,NA,2215.61589,2467.55,8.07360632,25,1.024379477,23,1.024975291,36.3708,1025.330046,176.6453579,7.948082262,2.789389852
GC0901,D5,1/13/2009,NA,27.5416,-91.02761667,2.913,36.371,36.371,5.5182,0.1642,-0.005,0.148,0.103295337,0.251295337,0.246295337,0.416,NA,NA,1.454,NA,NA,36.371,22.8451,8.240732959,2076.973285,2407.554711,NA,NA,NA,2128.846613,2466.25,8.074920888,25,1.024379628,23,1.024975443,36.371,1025.031378,176.7668834,8.094137132,3.650989765
GC0901,D4,1/13/2009,NA,27.92636667,-91.03445,129.336,36.414,36.414,3.2715,0.0927,0.072,0.146,9.975761658,10.12176166,10.19376166,0.695,NA,NA,3.979,NA,NA,36.414,18.5365,8.031530429,2201.310935,2384.245437,NA,NA,NA,2256.361502,2442.45,7.867911955,25,1.024412152,23,1.025008083,36.414,1026.790593,104.9772311,7.883886602,2.082117183
GC0901,D4,1/13/2009,NA,27.92636667,-91.03445,72.458,36.3686,36.3686,5.5157,0.1142,-0.015,0.502,0.241523316,0.743523316,0.728523316,0.324,NA,NA,1.084,NA,NA,36.3686,21.8837,8.221870436,2174.589892,2410.389965,NA,NA,NA,2228.897277,2469.15,8.057752398,25,1.024377813,23,1.024973622,36.3686,1025.607318,176.7860759,7.942149988,2.665802573
GC0901,D4,1/13/2009,NA,27.92636667,-91.03445,2.759,36.3813,36.3813,5.6233,0.1266,0.075,0.177,0.074295337,0.251295337,0.326295337,0.32,NA,NA,0.958,NA,NA,36.3813,22.1148,8.228729535,2090.551064,2411.782842,NA,NA,NA,2142.779848,2470.6,8.068259413,25,1.024387419,23,1.024983262,36.3813,1025.247426,180.1715643,8.089762197,3.545271341
GC0901,D3,1/13/2009,NA,28.27861667,-91.03106667,60.939,36.4026,36.4026,5.5841,0.2533,-0.009,0.333,0.332803109,0.665803109,0.656803109,0.295,NA,NA,2.03,NA,NA,36.4026,21.7162,8.223585211,2089.596051,2411.549676,NA,NA,NA,2141.83476,2470.4,8.060843743,25,1.02440353,23,1.02499943,36.4026,1025.630013,178.9823541,8.09472092,3.51218614
GC0901,D3,1/13/2009,NA,28.27861667,-91.03106667,25.669,36.4025,36.4025,5.5776,0.2552,0.068,0.232,0.377,0.609,0.677,0.093,NA,NA,1.424,NA,NA,36.4025,21.7122,8.223585211,2075.3316,2410.964147,NA,NA,NA,2127.213548,2469.8,8.059838899,25,1.024403454,23,1.024999354,36.4025,1025.477001,178.7473443,8.118171366,3.67039768
GC0901,D3,1/13/2009,NA,28.27861667,-91.03106667,2.358,36.4035,36.4035,5.5739,0.2096,0.069,0.238,0.285,0.523,0.592,0.047,NA,NA,0.814,NA,NA,36.4035,21.6951,8.223585211,2073.799154,2412.719486,NA,NA,NA,2125.644367,2471.6,8.058771941,25,1.02440421,23,1.025000113,36.4035,1025.380677,178.6119903,8.124211468,3.71803943
GC0901,D2,1/13/2009,NA,28.59061667,-91.02588333,19.476,34.5009,34.5009,5.807,0.7729,0.167,0.828,0.899979275,1.727979275,1.894979275,0.263,NA,NA,1.987,NA,NA,34.5009,19.4403,8.216726111,2101.635218,2426.718212,NA,NA,NA,2151.142799,2482.45,8.061716652,25,1.022965908,23,1.023556695,34.5009,1024.612749,185.9421676,8.157427617,3.608913833
GC0901,D2,1/13/2009,NA,28.59061667,-91.02588333,2.342,34.4661,34.4661,5.846,0.6745,0.14,0.775,0.952979275,1.727979275,1.867979275,0.236,NA,NA,1.883,NA,NA,34.4661,19.385,8.216726111,2110.021281,2426.878345,NA,NA,NA,2159.670734,2482.55,8.064322477,25,1.022939615,23,1.023530309,34.4661,1024.524902,187.174912,8.146023881,3.535153891
GC0901,D1,1/14/2009,NA,28.78738333,-91.01086667,9.593,33.0002,33.0002,6.3885,1.1236,0.16,0.126,0.22892228,0.35492228,0.51492228,0.079,NA,NA,0.004,NA,NA,33.0002,18.4184,8.093262323,2096.529805,2422.950856,NA,NA,NA,2143.532466,2475.85,7.080557049,25,1.021832529,23,1.022419267,33.0002,1023.680994,204.3759776,8.196228987,3.668901043
GC0901,D1,1/14/2009,NA,28.78738333,-91.01086667,2.248,32.8236,32.8236,6.4572,0.9432,0.095,0.162,0.296549223,0.458549223,0.553549223,0.227,NA,NA,0.137,NA,NA,32.8236,18.2119,8.273313681,2094.817711,2436.186657,NA,NA,NA,2141.501724,2489.05,8.115385721,25,1.021699217,23,1.022285477,32.8236,1023.564198,206.5502063,8.223507393,3.838251354
GC0901,D1,1/14/2009,NA,28.78738333,-91.01086667,2.248,32.8236,32.8236,6.4572,0.9432,0.095,0.162,0.296549223,0.458549223,0.553549223,0.227,NA,NA,0.137,NA,NA,32.8236,18.2119,8.276743231,2089.634974,2437.703738,NA,NA,NA,2136.203486,2490.6,8.114979329,25,1.021699217,23,1.022285477,32.8236,1023.564198,206.5502063,8.233745446,3.909543105
GC0901,E2,1/14/2009,NA,29.03473333,-91.67513333,5.673,33.5792,33.5792,5.9092,1.2715,0.121,0.13,0.392,0.522,0.643,0.107,NA,NA,2.732,NA,NA,33.5792,18.0878,8.166997641,2116.752662,2424.506966,NA,NA,NA,2165.13739,2478.5,8.033602832,25,1.022269696,23,1.022857998,33.5792,1024.187824,189.1361767,8.162816741,3.448873148
GC0901,E2,1/14/2009,NA,29.03473333,-91.67513333,1.571,21.2182,21.2182,7.6475,2.9859,0.063,0.53,16.35341969,16.88341969,16.94641969,0.156,NA,NA,28.5,NA,NA,21.2182,13.7537,8.223585211,2020.965903,2243.859606,NA,NA,NA,2048.287128,2272.95,8.065855508,25,1.012964445,23,1.013518895,21.2182,1015.617824,242.7258932,8.280916208,2.716797286
GC0901,E2,1/14/2009,NA,29.03473333,-91.67513333,1.571,21.2182,21.2182,7.6475,2.9859,0.063,0.53,16.35341969,16.88341969,16.94641969,0.156,NA,NA,28.5,NA,NA,21.2182,13.7537,8.223585211,2029.591402,2244.698728,NA,NA,NA,2057.029235,2273.8,8.072197398,25,1.012964445,23,1.013518895,21.2182,1015.617824,242.7258932,8.263810511,2.631164627
GC0901,E1,1/14/2009,NA,29.16946667,-91.56363333,4.812,23.9695,23.9695,7.0887,2.7186,0.298,0.268,8.066196891,8.334196891,8.632196891,0.4805,NA,NA,13.101,NA,NA,23.9695,14.9989,8.201293138,2020.103752,2232.986018,NA,NA,NA,2051.603351,2266.55,8.035177947,25,1.015030986,23,1.01559306,23.9695,1017.509311,225.4090232,8.196333558,2.562530131
GC0901,E1,1/14/2009,NA,29.16946667,-91.56363333,1.743,19.7859,19.7859,7.4208,2.5176,0.075,0.418,13.496,13.914,13.989,0.34,NA,NA,22.407,NA,NA,19.7859,13.3462,8.182430615,2018.563396,2200.981457,NA,NA,NA,2043.674219,2227.15,8.013254454,25,1.011889488,23,1.012439948,19.7859,1014.588901,235.2919895,8.225669427,2.279504318
GC0901,E0,1/14/2009,NA,29.38423333,-91.37241667,2.112,0.1481,0.1481,6.2534,2.4869,1.875,1.142,50.8191399,51.9611399,53.8361399,1.260869565,NA,NA,109.899,NA,NA,0.1481,8.1378,7.626843567,1619.581393,1608.267202,NA,NA,NA,1615.781596,1603.7,6.813312893,25,0.997160172,23,0.99765384,0.1481,999.9701926,195.4202533,8.212854113,0.04503891
GC0901,E0,1/14/2009,NA,29.38423333,-91.37241667,2.112,0.1481,0.1481,6.2534,2.4869,1.875,1.142,50.8191399,51.9611399,53.8361399,1.260869565,NA,NA,109.899,NA,NA,0.1481,8.1378,7.626843567,1687.461354,1590.316225,NA,NA,NA,1683.502299,1585.8,7.162677661,25,0.997160172,23,0.99765384,0.1481,999.9701926,195.4202533,7.624904077,0.011639798
GC0901,E0,1/14/2009,NA,29.38423333,-91.37241667,2.112,0.1481,0.1481,6.2534,2.4869,1.875,1.142,50.8191399,51.9611399,53.8361399,1.260869565,NA,NA,109.899,NA,NA,0.1481,8.1378,NA,1662.89074,1591.4695,NA,NA,NA,1658.989332,1586.95,NA,25,0.997160172,23,0.99765384,0.1481,999.9701926,195.4202533,7.744603426,0.015324008
GC0901,E0,1/14/2009,NA,29.38423333,-91.37241667,2.112,0.1481,0.1481,6.2534,2.4869,1.875,1.142,50.8191399,51.9611399,53.8361399,1.260869565,NA,NA,109.899,NA,NA,0.1481,8.1378,NA,1680.263594,1612.930445,NA,NA,NA,1676.321427,1608.35,NA,25,0.997160172,23,0.99765384,0.1481,999.9701926,195.4202533,7.77173166,0.016526026
GC0901,E3,1/14/2009,NA,28.78546667,-91.68945,23.578,34.3138,34.3138,6.0882,0.6575,0.099,0.307,0.264,0.571,0.67,0.231,NA,NA,2.933,NA,NA,34.3138,18.2413,8.18071584,2130.542474,2427.786853,NA,NA,NA,2180.428774,2483.2,8.032980343,25,1.022824552,23,1.023414835,34.3138,1024.791409,194.9802822,8.132024522,3.308293902
GC0901,E3,1/14/2009,NA,28.78546667,-91.68945,1.799,34.1964,34.1964,6.3649,0.6192,0.107,0.437,0.410150259,0.847150259,0.954150259,0.187,NA,NA,4.057,NA,NA,34.1964,18.2949,8.197863588,2125.438055,2432.104018,NA,NA,NA,2175.015659,2487.4,8.042751607,25,1.022735862,23,1.023325829,34.1964,1024.591904,203.8021741,8.148637672,3.423539079
GC0901,E4,1/15/2009,NA,28.46793333,-91.68275,49.927,36.0457,36.0457,5.7279,0.339,0.11,0.261,0.171642487,0.432642487,0.542642487,0.323,NA,NA,1.157,NA,NA,36.0457,20.8471,8.225299986,2089.568442,2413.942858,NA,NA,NA,2141.240432,2472.2,8.052718715,25,1.024133604,23,1.024728546,36.0457,1025.550731,183.5772602,8.116241755,3.54131002
GC0901,E4,1/15/2009,NA,28.46793333,-91.68275,20.567,35.7396,35.7396,5.906,0.3858,0.54,0.117,0.158,0.275,0.815,0.301,NA,NA,0.826,NA,NA,35.7396,20.235,8.22701476,2095.039866,2417.369681,NA,NA,NA,2146.360515,2475.15,8.051252447,25,1.023902144,23,1.024496264,35.7396,1025.353906,189.2489772,8.126648574,3.540003053
GC0901,E4,1/15/2009,NA,28.46793333,-91.68275,2.111,35.5539,35.5539,6.081,0.4054,0.076,0.083,0.028,0.111,0.187,0.357,NA,NA,1.125,NA,NA,35.5539,19.9515,8.22701476,2093.713286,2418.677989,NA,NA,NA,2144.70644,2476.15,8.057875128,25,1.023761746,23,1.024355366,35.5539,1025.206432,194.8285658,8.137863191,3.578984213
GC0901,E5,1/15/2009,NA,28.01701667,-91.67538333,113.119,36.311,36.311,3.3032,0.084,0.089,0.226,0.284362694,0.510362694,0.599362694,0.642,NA,NA,4.788,NA,NA,36.311,17.9681,8.034959978,2154.595193,2383.30409,NA,NA,NA,2208.309037,2441.3,7.863260444,25,1.024334247,23,1.024929901,36.311,1026.783886,105.9937414,7.989151336,2.502642628
GC0901,E5,1/15/2009,NA,28.01701667,-91.67538333,80.988,36.3528,36.3528,5.5891,0.2132,0.08,0.359,0.39,0.749,0.829,0.142,NA,NA,0.986,NA,NA,36.3528,21.3366,8.211581787,2080.810713,2410.80857,NA,NA,NA,2132.751137,2469.55,8.051773184,25,1.024365862,23,1.024961629,36.3528,1025.78566,179.1698011,8.113679582,3.577647792
GC0901,E5,1/15/2009,NA,28.01701667,-91.67538333,21.219,36.3368,36.3368,5.4802,0.1319,0.073,0.402,0.413,0.815,0.888,0.318,NA,NA,1.105,NA,NA,36.3368,21.5524,8.208152237,2082.546541,2409.177469,NA,NA,NA,2134.505003,2467.85,8.050470473,25,1.024353761,23,1.024949484,36.3368,1025.452216,175.6216869,8.107257859,3.578532404
GC0901,E5,1/15/2009,NA,28.01701667,-91.67538333,1.983,36.2976,36.2976,5.6678,0.201,0.097,0.078,0.04,0.118,0.215,0.163,NA,NA,1.19,NA,NA,36.2976,21.6149,8.221870436,2088.33708,2412.468838,NA,NA,NA,2140.377876,2471.15,8.060585055,25,1.024324112,23,1.02491973,36.2976,1025.320859,181.6103593,8.10320586,3.570604434
GC0901,E6,1/15/2009,NA,27.55265,-91.67401667,149.027,36.4327,36.4327,3.2689,0.0631,0.074,0.143,9.139,9.282,9.356,0.596,NA,NA,3.711,NA,NA,36.4327,18.5921,8.019527005,2172.0979,2384.456556,NA,NA,NA,2226.448737,2442.7,7.865384098,25,1.024426297,23,1.025022278,36.4327,1026.877301,104.9026591,7.944410194,2.344329847
GC0901,E6,1/15/2009,NA,27.55265,-91.67401667,100.189,36.5243,36.5243,4.2627,0.1165,0.088,0.113,1.899953368,2.012953368,2.100953368,0.253,NA,NA,1.563,NA,NA,36.5243,22.3165,8.139561244,2117.148376,2404.597966,NA,NA,NA,2170.271463,2463.5,7.983420925,25,1.024495585,23,1.025091811,36.5243,1025.723605,136.6411244,8.026792947,3.155574677
GC0901,E6,1/15/2009,NA,27.55265,-91.67401667,74.919,36.4519,36.4519,5.3947,0.1553,0.07,0.148,0.066,0.214,0.284,0.318,NA,NA,2.602,NA,NA,36.4519,23.7339,8.23044431,2067.159778,2405.214583,NA,NA,NA,2118.914951,2464,8.07514866,25,1.02444082,23,1.025036852,36.4519,1025.145673,172.8300237,8.089365325,3.702101725
GC0901,E6,1/15/2009,NA,27.55265,-91.67401667,2.144,36.452,36.452,5.4043,0.1392,-0.02,0.138,0.064,0.202,0.182,0.305,NA,NA,1.775,NA,NA,36.452,23.7056,8.23044431,2068.552734,2406.336969,NA,NA,NA,2120.34294,2465.15,8.077144672,25,1.024440896,23,1.025036928,36.452,1024.837858,173.0855918,8.091770874,3.739483171
GC0901,F5,1/15/2009,NA,28.0126,-92.35321667,120.29,36.2718,36.2718,3.1939,0.0821,-0.031,0.128,11.62588601,11.75388601,11.72288601,0.772,NA,NA,5.183,NA,NA,36.2718,17.4105,8.000664482,2173.580247,2376.929679,NA,NA,NA,2227.702715,2434.7,7.841553272,25,1.024304598,23,1.024900147,36.2718,1026.92356,102.5004425,7.946952414,2.253690289
GC0901,F5,1/15/2009,NA,28.0126,-92.35321667,79.253,36.3617,36.3617,5.1851,0.099,0.066,0.236,3.652,3.888,3.954,0.42,NA,NA,2.473,NA,NA,36.3617,21.8265,8.154994217,2113.327436,2400.200879,NA,NA,NA,2166.093807,2458.7,7.99476409,25,1.024372594,23,1.024968384,36.3617,1025.64785,166.1964407,8.036156909,3.151789223
GC0901,F5,1/15/2009,NA,28.0126,-92.35321667,39.953,36.3508,36.3508,5.5734,0.1514,0.087,0.145,0.132202073,0.277202073,0.364202073,0.329,NA,NA,1.315,NA,NA,36.3508,22.71,8.23044431,2072.003166,2408.713268,NA,NA,NA,2123.720594,2467.4,8.07030344,25,1.02436435,23,1.02496011,36.3508,1025.216444,178.5673629,8.104770782,3.69245057
GC0901,F5,1/15/2009,NA,28.0126,-92.35321667,1.784,36.3863,36.3863,5.5605,0.3778,-0.032,0.135,0.014,0.149,0.117,0.321,NA,NA,1.683,NA,NA,36.3863,22.7999,8.235588635,2070.111152,2407.576323,NA,NA,NA,2121.837137,2466.3,8.076771824,25,1.024391201,23,1.024987057,36.3863,1025.051127,178.1253295,8.10563239,3.720596691
GC0901,F5,1/15/2009,NA,28.0126,-92.35321667,1.784,36.3863,36.3863,5.5605,0.3778,-0.032,0.135,0.014,0.149,0.117,0.321,NA,NA,1.683,NA,NA,36.3863,22.7999,8.239018184,2072.549114,2406.990609,NA,NA,NA,2124.336016,2465.7,8.076850652,25,1.024391201,23,1.024987057,36.3863,1025.051127,178.1253295,8.100985876,3.689671052
GC0901,F4,1/15/2009,NA,28.51325,-92.34553333,46.372,36.3705,36.3705,5.6931,0.3151,0.074,0.328,0.386,0.714,0.788,0.341,NA,NA,1.273,NA,NA,36.3698,20.873,8.206437462,2090.749062,2415.267588,NA,NA,NA,2142.965653,2474.15,8.052433118,25,1.02437925,23,1.024975064,36.370325,1025.775511,182.501924,8.111991047,3.5319674
GC0901,F4,1/15/2009,NA,28.51325,-92.34553333,21.369,36.3713,36.3713,5.7026,0.298,0.072,0.344,0.382,0.726,0.798,0.3,NA,NA,1.437,NA,NA,36.3713,20.8697,8.206437462,2085.437504,2412.43518,NA,NA,NA,2137.522705,2471.25,8.05402575,25,1.024379855,23,1.024975671,36.3713,1025.667543,182.7872211,8.117348431,3.569022228
GC0901,F4,1/15/2009,NA,28.51325,-92.34553333,2.054,36.3698,36.3698,5.7053,0.2412,0.053,0.402,0.341523316,0.743523316,0.796523316,0.342,NA,NA,1.979,NA,NA,36.3705,20.8672,8.208152237,2095.184857,2415.708127,NA,NA,NA,2147.511119,2474.6,8.053629216,25,1.02437872,23,1.024974532,36.369975,1025.582477,182.8585981,8.10710227,3.515937975
GC0901,F3,1/15/2009,NA,28.9072,-92.3463,23.792,35.1737,35.1737,6.128,0.4711,0.083,0.106,0.274829016,0.380829016,0.463829016,0.192,NA,NA,2.26,NA,NA,35.1737,18.5753,8.189289714,2120.991168,2421.604429,NA,NA,NA,2172.036937,2478.45,8.04147671,25,1.023474342,23,1.024066941,35.1737,1025.366744,196.3650951,8.122772205,3.314272233
GC0901,F3,1/15/2009,NA,28.9072,-92.3463,2.102,35.1155,35.1155,6.213,0.6202,0.072,0.195,0.196,0.391,0.463,0.287,NA,NA,2.446,NA,NA,35.1155,18.5187,8.192719264,2121.805941,2423.711583,NA,NA,NA,2172.777649,2480.5,8.04503287,25,1.023430353,23,1.024022795,35.1155,1025.240664,199.0643475,8.126810988,3.339932969
GC0901,F2,1/16/2009,NA,29.21168333,-92.42321667,9.009,34.0469,34.0469,5.9532,0.4518,0.156,0.304,0.509,0.813,0.969,0.016,NA,NA,5.072,NA,NA,34.0469,18.0245,8.170427191,2128.855227,2418.535635,NA,NA,NA,2178.271268,2473.25,8.022733204,25,1.022622931,23,1.023212495,34.0469,1024.576097,190.6167238,8.127948014,3.241567854
GC0901,F2,1/16/2009,NA,29.21168333,-92.42321667,9.009,34.0469,34.0469,5.9532,0.4518,0.156,0.304,0.509,0.813,0.969,0.016,NA,NA,5.072,NA,NA,34.0469,18.0245,8.17385674,2130.403588,2401.520566,NA,NA,NA,2179.85557,2455.85,8.024052067,25,1.022622931,23,1.023212495,34.0469,1024.576097,190.6167238,8.097794389,3.045201912
GC0901,F2,1/16/2009,NA,29.21168333,-92.42321667,5.025,28.5918,28.5918,8.1584,2.9539,0.161,0.126,0.496,0.622,0.783,0.155,NA,NA,5.277,NA,NA,28.5918,15.3221,8.271598906,2071.136651,2354.27592,NA,NA,NA,2110.660666,2397.85,8.120815792,25,1.018508485,23,1.019083248,28.5918,1020.992975,260.3119208,8.2425294,3.266882237
GC0901,F2,1/16/2009,NA,29.21168333,-92.42321667,2.162,28.1389,28.1389,8.15,2.8031,0.092,0.233,1.106378238,1.339378238,1.431378238,0.095,NA,NA,10.453,NA,NA,28.1389,15.2196,8.28017278,2061.007064,2345.292103,NA,NA,NA,2099.632278,2387.9,8.127592048,25,1.018167416,23,1.018740942,28.1389,1020.653678,259.9574819,8.254099754,3.28604743
GC0901,F1,1/16/2009,NA,29.42106667,-92.4361,7.324,30.9327,30.9327,7.0223,1.0369,0.074,0.114,0.254,0.368,0.442,0.142,NA,NA,7.905,NA,NA,30.9327,15.706,8.213296562,2096.6394,2380.197173,NA,NA,NA,2140.362203,2428.45,8.069830439,25,1.020272617,23,1.020853754,30.9327,1022.719149,224.4409378,8.199820992,3.217851225
GC0901,F1,1/16/2009,NA,29.42106667,-92.4361,2.028,29.9911,29.9911,7.4571,1.4416,0.109,0.082,0.223,0.305,0.414,0.112,NA,NA,8.252,NA,NA,29.9911,15.2281,8.225299986,2090.663687,2378.470554,NA,NA,NA,2132.772448,2425,8.077135756,25,1.019562759,23,1.020141336,29.9911,1022.074856,238.1875072,8.228445185,3.285328551
GC0901,H1,1/16/2009,NA,29.61751667,-93.8045,6.93,29.6601,29.6601,6.9868,1.8435,0.16,0.092,0.08157513,0.17357513,0.33357513,0.108,NA,NA,1.319,NA,NA,29.6601,13.8475,8.197863588,2101.134333,2374.343577,NA,NA,NA,2142.927958,2420.2,8.061615539,25,1.019313306,23,1.019890982,29.6601,1022.126384,223.1768884,8.229499991,3.11731474
GC0901,H1,1/16/2009,NA,29.61751667,-93.8045,1.372,29.6607,29.6607,7.0025,1.7073,0.081,0.009,0.158,0.167,0.248,0.174,NA,NA,1.377,NA,NA,29.6607,13.826,8.196148813,2103.260645,2381.945678,NA,NA,NA,2145.097519,2427.95,8.060136361,25,1.019313758,23,1.019891436,29.6607,1022.105982,223.6739234,8.238700269,3.180321291
GC0901,H2,1/16/2009,NA,29.31528333,-93.6716,9.844,34.2346,34.2346,6.4886,0.4822,0.074,0.113,0.086481865,0.199481865,0.273481865,0.172,NA,NA,2.041,NA,NA,34.2346,16.2134,8.208152237,2084.829807,2414.631589,NA,NA,NA,2133.520567,2469.6,8.04705295,25,1.02276472,23,1.023354789,34.2346,1025.153964,207.8769833,8.220801333,3.607171418
GC0901,H2,1/16/2009,NA,29.31528333,-93.6716,2.443,34.2305,34.2305,6.4766,0.4519,0.07,0.051,0.071,0.122,0.192,0.171,NA,NA,1.991,NA,NA,34.2305,16.1999,8.209867012,2112.750437,2416.594391,NA,NA,NA,2162.086711,2471.6,8.048613037,25,1.022761622,23,1.023351681,34.2305,1025.120932,207.4858504,8.178374651,3.349144238
GC0901,H3,1/16/2009,NA,28.93536667,-93.66703333,19.966,35.8408,35.8408,6.238,0.2626,0.088,0.108,-0.014,0.094,0.182,0.271,NA,NA,2.003,NA,NA,35.8408,17.5245,8.189289714,2105.751665,2419.679325,NA,NA,NA,2157.496416,2477.7,8.047005995,25,1.023978663,23,1.024573055,35.8408,1026.121552,200.0370715,8.153086628,3.403530381
GC0901,H3,1/16/2009,NA,28.93536667,-93.66703333,2.33,35.8421,35.8421,6.1933,0.2059,0.072,0.059,0.098,0.157,0.229,0.294,NA,NA,0.977,NA,NA,35.8421,17.531,8.189289714,2107.32775,2422.411432,NA,NA,NA,2159.113309,2480.5,8.048348356,25,1.023979646,23,1.024574041,35.8421,1026.042895,198.5884303,8.155100411,3.426661593
GC0901,H4,1/16/2009,NA,28.59035,-93.6656,31.946,35.9974,35.9974,6.0243,0.3288,-0.019,0.217,0,0.217,0.198,0.31,NA,NA,1.759,NA,NA,35.9974,19.0975,8.184145389,2097.883722,2419.399538,NA,NA,NA,2149.684439,2477.7,8.053032505,25,1.024097079,23,1.024691891,35.9974,1025.899389,193.1424206,8.138831768,3.493933866
GC0901,H4,1/16/2009,NA,28.59035,-93.6656,1.746,35.9987,35.9987,6.0339,0.3994,0.073,0.127,0.137,0.264,0.337,0.294,NA,NA,1.312,NA,NA,35.9987,19.098,8.184145389,2098.43054,2417.05369,NA,NA,NA,2150.24683,2475.3,8.053681928,25,1.024098062,23,1.024692878,35.9987,1025.76725,193.4252851,8.135594694,3.480776953
GC0901,H5,1/16/2009,NA,28.13511667,-93.65933333,63.374,36.1132,36.1132,5.8162,0.2655,0.072,0.379,0.131,0.51,0.582,0.315,NA,NA,1.628,NA,NA,36.1132,20.2465,8.179001065,2100.294009,2415.091847,NA,NA,NA,2152.338819,2473.5,8.050833996,25,1.024184651,23,1.024779774,36.1132,1025.82358,186.4568391,8.10845691,3.424632115
GC0901,H5,1/16/2009,NA,28.13511667,-93.65933333,26.023,36.1267,36.1267,5.8401,0.314,0.148,0.213,0.297362694,0.510362694,0.658362694,0.028,NA,NA,1.427,NA,NA,36.1267,20.3223,8.179001065,2098.352302,2416.776432,NA,NA,NA,2150.370497,2475.25,8.052267008,25,1.02419486,23,1.02479002,36.1267,1025.649707,187.1912963,8.114562542,3.486204159
